"","ebird_spp_code","ebird_com_name","ebird_sci_name","total_counted","historic_cbc_com_name","lon_filter","lat_filter","prov_state_filter","bcr_filter","add_nocturnal","add_feeder","nb","ni","na","nt","min_detect_per_circ","min_non_zero_count","min_detect_ratio","min_individuals"
"435","rinkin1","Ringed Kingfisher","Megaceryle torquata",2488,"Ringed Kingfisher","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"436","rinphe1","Ring-necked Pheasant","Phasianus colchicus",875943,"Ring-necked Pheasant,Ring-necked Pheasant (Ring-necked)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"437","robgro","Rose-breasted Grosbeak","Pheucticus ludovicianus",640,"Rose-breasted Grosbeak","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"438","rocpig","Rock Pigeon","Columba livia",20053,"Rock Pigeon,Rock Pigeon (Feral Pigeon),Rock Pigeon (Wild type)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"439","rocpta1","Rock Ptarmigan","Lagopus muta",2049,"Rock Ptarmigan","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"440","rocsan","Rock Sandpiper","Calidris ptilocnemis",151505,"Rock Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"441","rocwre","Rock Wren","Salpinctes obsoletus",74047,"Rock Wren,Rock Wren (Northern)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"442","rolhaw","Rough-legged Hawk","Buteo lagopus",236212,"Rough-legged Hawk","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"443","rorpar","Rose-ringed Parakeet","Psittacula krameri",8414,"Rose-ringed Parakeet","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"444","rosgoo","Ross's Goose","Anser rossii",1827548,"Rosss Goose","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"445","rosspo1","Roseate Spoonbill","Platalea ajaja",145451,"Roseate Spoonbill","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"446","roster","Roseate Tern","Sterna dougallii",103,"Roseate Tern","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"447","royter1","Royal Tern","Thalasseus maximus",586922,"Royal Tern","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"448","rthhum","Ruby-throated Hummingbird","Archilochus colubris",10504,"Ruby-throated Hummingbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"449","ruckin","Ruby-crowned Kinglet","Corthylio calendula",2977836,"Ruby-crowned Kinglet","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"450","rucspa","Rufous-crowned Sparrow","Aimophila ruficeps",62507,"Rufous-crowned Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"451","rudduc","Ruddy Duck","Oxyura jamaicensis",11027830,"Ruddy Duck,Ruddy Duck (Ruddy)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"452","rudtur","Ruddy Turnstone","Arenaria interpres",332099,"Ruddy Turnstone","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"453","rufgro","Ruffed Grouse","Bonasa umbellus",147221,"Ruffed Grouse","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"454","rufhum","Rufous Hummingbird","Selasphorus rufus",5727,"Rufous Hummingbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"455","rugdov","Ruddy Ground Dove","Columbina talpacoti",285,"Ruddy Ground Dove,Ruddy Ground-Dove","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,9
"456","rusbla","Rusty Blackbird","Euphagus carolinus",6622140,"Rusty Blackbird","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"457","ruwspa","Rufous-winged Sparrow","Peucaea carpalis",8021,"Rufous-winged Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"458","saggro","Greater Sage-Grouse","Centrocercus urophasianus",18837,"Greater Sage-Grouse","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"459","sagspa","Sagebrush/Bell's Sparrow (Sage Sparrow)","Artemisiospiza nevadensis/belli",62072,"Sagebrush/Bells Sparrow (Sage Sparrow),Bells Sparrow,Bells Sparrow (belli),Bells Sparrow (canescens),Sagebrush Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,9
"460","sagthr","Sage Thrasher","Oreoscoptes montanus",10546,"Sage Thrasher","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"461","sancra","Sandhill Crane","Antigone canadensis",7588157,"Sandhill Crane,Sandhill Crane (canadensis),Sandhill Crane (pulla)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"462","sander","Sanderling","Calidris alba",2327707,"Sanderling","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"463","santer1","Sandwich Tern","Thalasseus sandvicensis",66699,"Sandwich Tern","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"464","savspa","Savannah Sparrow","Passerculus sandwichensis",3409206,"Savannah Sparrow,Savannah Sparrow (Beldings),Savannah Sparrow (Ipswich),Savannah Sparrow (Large-billed),Savannah Sparrow (Savannah)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"465","saypho","Say's Phoebe","Sayornis saya",221851,"Says Phoebe","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"466","scaqua","Scaled Quail","Callipepla squamata",113707,"Scaled Quail","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"467","scoori","Scott's Oriole","Icterus parisorum",1028,"Scotts Oriole","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"468","sctfly","Scissor-tailed Flycatcher","Tyrannus forficatus",3055,"Scissor-tailed Flycatcher","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"469","seaspa","Seaside Sparrow","Ammospiza maritima",51946,"Seaside Sparrow,Seaside Sparrow (Atlantic),Seaside Sparrow (Dusky)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"470","sedwre1","Sedge Wren","Cistothorus stellaris",114823,"Sedge Wren,Sedge Wren (Sedge)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"471","semplo","Semipalmated Plover","Charadrius semipalmatus",551367,"Semipalmated Plover","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"472","semsan","Semipalmated Sandpiper","Calidris pusilla",105445,"Semipalmated Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"473","shbdow","Short-billed Dowitcher","Limnodromus griseus",913233,"Short-billed Dowitcher","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"474","sheowl","Short-eared Owl","Asio flammeus",39581,"Short-eared Owl,Short-eared Owl (Northern)","-50,-180","90,20","!ZZ","!ZZ",1,0,5000,10000,5000,1,3,3,3,27
"475","shicow","Shiny Cowbird","Molothrus bonariensis",118,"Shiny Cowbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,9
"476","shshaw","Sharp-shinned Hawk","Accipiter striatus",228440,"Sharp-shinned Hawk,Sharp-shinned Hawk (Caribbean),Sharp-shinned Hawk (Northern),Sharp-shinned Hawk (Plain-breasted)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"477","shtgro","Sharp-tailed Grouse","Tympanuchus phasianellus",142571,"Sharp-tailed Grouse","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"478","shthaw","Short-tailed Hawk","Buteo brachyurus",1765,"Short-tailed Hawk","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"479","shtshe","Short-tailed Shearwater","Ardenna tenuirostris",1999,"Short-tailed Shearwater","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"480","shtspa","Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow)","Ammospiza nelsoni/caudacuta",23830,"Nelsons/Saltmarsh Sparrow (Sharp-tailed Sparrow),Nelsons Sparrow (Atlantic Coast),Nelsons Sparrow,Saltmarsh Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"481","skylar","Eurasian Skylark","Alauda arvensis",2010,"Eurasian Skylark,Sky Lark","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"482","smbani","Smooth-billed Ani","Crotophaga ani",13934,"Smooth-billed Ani","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"483","smilon","Smith's Longspur","Calcarius pictus",28599,"Smiths Longspur","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"484","snakit","Snail Kite","Rostrhamus sociabilis",2846,"Snail Kite","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"485","snobun","Snow Bunting","Plectrophenax nivalis",4827646,"Snow Bunting","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"486","snoegr","Snowy Egret","Egretta thula",1095816,"Snowy Egret","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"487","snogoo","Snow Goose","Anser caerulescens",110039904,"Snow Goose","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"488","snoowl1","Snowy Owl","Bubo scandiacus",15931,"Snowy Owl","-50,-180","90,20","!ZZ","!ZZ",1,0,10000,10000,5000,1,3,3,3,27
"489","snoplo5","Snowy Plover","Anarhynchus nivosus",90256,"Snowy Plover","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"490","solsan","Solitary Sandpiper","Tringa solitaria",1646,"Solitary Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"491","sonspa","Song Sparrow","Melospiza melodia",7634202,"Song Sparrow,Song Sparrow (fallax Group),Song Sparrow (heermanni Group),Song Sparrow (melodia/atlantica),Song Sparrow (montana/merrilli)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"492","soogro1","Sooty Grouse","Dendragapus fuliginosus",10000,"Sooty Grouse,Dusky/Sooty Grouse,Dusky Grouse","-50,-180","90,20","!ZZ","05,15,32,33",0,0,20000,10000,10000,10,3,3,3,9
"493","sooshe","Sooty Shearwater","Ardenna grisea",4638,"Sooty Shearwater","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"494","sooter1","Sooty Tern","Onychoprion fuscatus",1497,"Sooty Tern","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"495","sora","Sora","Porzana carolina",77275,"Sora","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"496","spbori","Spot-breasted Oriole","Icterus pectoralis",1870,"Spot-breasted Oriole","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"497","spodov","Spotted Dove","Spilopelia chinensis",35049,"Spotted Dove","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"498","spoowl","Spotted Owl","Strix occidentalis",1088,"Spotted Owl,Spotted Owl (California),Spotted Owl (Mexican)","-50,-180","90,20","!ZZ","!ZZ",1,0,20000,10000,10000,3,3,3,3,27
"499","sposan","Spotted Sandpiper","Actitis macularius",98842,"Spotted Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"500","spotow","Spotted Towhee","Pipilo maculatus",976031,"Spotted Towhee,Spotted Towhee (maculatus Group),Spotted Towhee (oregonus Group),Spotted/Eastern Towhee (Rufous-sided Towhee),Eastern Towhee,Eastern Towhee (Red-eyed),Eastern Towhee (White-eyed)","-96,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"501","sprgro","Spruce Grouse","Canachites canadensis",3749,"Spruce Grouse,Spruce Grouse (Franklins)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"502","sprpip","Sprague's Pipit","Anthus spragueii",9012,"Spragues Pipit","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"503","steeid","Steller's Eider","Polysticta stelleri",118172,"Stellers Eider","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"504","stejay","Steller's Jay","Cyanocitta stelleri",765707,"Stellers Jay,Stellers Jay (Coastal),Stellers Jay (Interior)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"505","stisan","Stilt Sandpiper","Calidris himantopus",28370,"Stilt Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"506","sumtan","Summer Tanager","Piranga rubra",1598,"Summer Tanager","-50,-180","90,20","!ZZ","!ZZ",0,0,50000,10000,10000,3,3,3,3,27
"507","surfbi","Surfbird","Calidris virgata",69042,"Surfbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"508","sursco","Surf Scoter","Melanitta perspicillata",4968187,"Surf Scoter","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"509","swahaw","Swainson's Hawk","Buteo swainsoni",1024,"Swainsons Hawk","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,9
"510","swaspa","Swamp Sparrow","Melospiza georgiana",1550712,"Swamp Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"511","swathr","Swainson's Thrush","Catharus ustulatus",610,"Swainsons Thrush","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,20,3,3,3,27
"512","tamcro","Tamaulipas Crow","Corvus imparatus",5298,"Tamaulipas Crow","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"513","tenwar","Tennessee Warbler","Leiothlypis peregrina",476,"Tennessee Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"514","thbmur","Thick-billed Murre","Uria lomvia",132406,"Thick-billed Murre","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"515","towsol","Townsend's Solitaire","Myadestes townsendi",209852,"Townsends Solitaire","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"516","towwar","Townsend's Warbler","Setophaga townsendi",163499,"Townsends Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"517","treswa","Tree Swallow","Tachycineta bicolor",18142976,"Tree Swallow","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"518","tribla","Tricolored Blackbird","Agelaius tricolor",1120332,"Tricolored Blackbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"519","triher","Tricolored Heron","Egretta tricolor",357653,"Tricolored Heron","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"520","truswa","Trumpeter Swan","Cygnus buccinator",597196,"Trumpeter Swan","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"521","tufduc","Tufted Duck","Aythya fuligula",1209,"Tufted Duck","-50,-180","90,20","!ZZ","!ZZ",0,0,30000,10000,20000,20,3,3,3,9
"522","tuftit","Tufted Titmouse","Baeolophus bicolor",4204637,"Tufted Titmouse,Black-crested Titmouse,Tufted/Black-crested Titmouse","-50,-96.9999","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"523","tunswa","Tundra Swan","Cygnus columbianus",5283891,"Tundra Swan,Tundra Swan (Bewicks),Tundra Swan (Whistling)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"524","turvul","Turkey Vulture","Cathartes aura",4226654,"Turkey Vulture,Turkey Vulture (Northern)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"525","varthr","Varied Thrush","Ixoreus naevius",574175,"Varied Thrush","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"526","vauswi","Vaux's Swift","Chaetura vauxi",2304,"Vauxs Swift,Vauxs Swift (Vauxs)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,9
"527","verdin","Verdin","Auriparus flaviceps",139213,"Verdin","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"528","verfly","Vermilion Flycatcher","Pyrocephalus rubinus",31920,"Vermilion Flycatcher","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"529","vesspa","Vesper Sparrow","Pooecetes gramineus",540686,"Vesper Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"530","vichum","Violet-crowned Hummingbird","Ramosomyia violiceps",106,"Violet-crowned Hummingbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,9
"531","vigswa","Violet-green Swallow","Tachycineta thalassina",22725,"Violet-green Swallow","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"532","virrai","Virginia Rail","Rallus limicola",88574,"Virginia Rail,Virginia Rail (Virginia)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"533","wantat1","Wandering Tattler","Tringa incana",2410,"Wandering Tattler","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"534","warwhe1","Warbling White-eye","Zosterops japonicus",5953,"Warbling White-eye,Japanese White-eye","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"535","wesblu","Western Bluebird","Sialia mexicana",1051433,"Western Bluebird","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"536","wesfly","Western Flycatcher","Empidonax difficilis",154,"Western Flycatcher,Pacific-slope Flycatcher,Cordilleran Flycatcher,Pacific-slope/Cordilleran Flycatcher (Western Flycatcher)","-50,-180","90,20","!ZZ","!ZZ",0,0,30000,10000,20000,20,3,3,3,9
"537","wesgul","Western Gull","Larus occidentalis",2530105,"Western Gull","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"538","weskin","Western Kingbird","Tyrannus verticalis",2160,"Western Kingbird","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,20000,20,3,3,3,9
"539","wesmea","Western Meadowlark","Sturnella neglecta",3021513,"Western Meadowlark","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"540","wesowl1","Western Screech-Owl","Megascops kennicottii",20590,"Western Screech-Owl,Eastern Screech-Owl,Eastern Screech-Owl (Northern)","-102,-180","90,20","!ZZ","!ZZ",1,0,5000,10000,5000,1,3,3,3,27
"541","wessan","Western Sandpiper","Calidris mauri",5731200,"Western Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"542","westan","Western Tanager","Piranga ludoviciana",3033,"Western Tanager","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"543","whbnut","White-breasted Nuthatch","Sitta carolinensis",3219025,"White-breasted Nuthatch,White-breasted Nuthatch (Eastern),White-breasted Nuthatch (Interior West),White-breasted Nuthatch (Pacific)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"544","whcpig2","White-crowned Pigeon","Patagioenas leucocephala",5058,"White-crowned Pigeon","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"545","whcspa","White-crowned Sparrow","Zonotrichia leucophrys",10472724,"White-crowned Sparrow,White-crowned Sparrow (Dark-lored),White-crowned Sparrow (Gambels),White-crowned Sparrow (Yellow-billed),White-crowned Sparrow (leucophrys),White-crowned Sparrow (oriantha),White-crowned Sparrow (pugetensis)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"546","whepar2","White-eyed Parakeet","Psittacara leucophthalmus",2349,"White-eyed Parakeet","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"547","whevir","White-eyed Vireo","Vireo griseus",73555,"White-eyed Vireo,White-eyed Vireo (White-eyed)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"548","whfibi","White-faced Ibis","Plegadis chihi",2379256,"White-faced Ibis","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"549","whfpar1","White-fronted Amazon","Amazona albifrons",184,"White-fronted Amazon,White-fronted Parrot","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"550","whhwoo","White-headed Woodpecker","Dryobates albolarvatus",5680,"White-headed Woodpecker","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"551","whiauk","Whiskered Auklet","Aethia pygmaea",111,"Whiskered Auklet","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"552","whiibi","White Ibis","Eudocimus albus",4049783,"White Ibis","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"553","whimbr","Whimbrel","Numenius phaeopus",33390,"Whimbrel,Whimbrel (American),Whimbrel (European)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"554","whocra","Whooping Crane","Grus americana",4789,"Whooping Crane","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,20000,20,3,3,3,9
"555","whrsan","White-rumped Sandpiper","Calidris fuscicollis",1324,"White-rumped Sandpiper","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,9
"556","whsowl1","Whiskered Screech-Owl","Megascops trichopsis",467,"Whiskered Screech-Owl","-50,-180","90,20","!ZZ","!ZZ",1,0,20000,10000,10000,10,3,3,3,27
"557","whtdov","White-tipped Dove","Leptotila verreauxi",6939,"White-tipped Dove","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"558","whthaw","White-tailed Hawk","Geranoaetus albicaudatus",9614,"White-tailed Hawk","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"559","whtkit","White-tailed Kite","Elanus leucurus",91676,"White-tailed Kite","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"560","whtpta1","White-tailed Ptarmigan","Lagopus leucura",631,"White-tailed Ptarmigan","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"561","whtspa","White-throated Sparrow","Zonotrichia albicollis",10128925,"White-throated Sparrow","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"562","whtswi","White-throated Swift","Aeronautes saxatalis",211087,"White-throated Swift","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"563","whwcro","White-winged Crossbill","Loxia leucoptera",433559,"White-winged Crossbill,White-winged Crossbill (leucoptera)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"564","whwdov","White-winged Dove","Zenaida asiatica",1039420,"White-winged Dove","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"565","whwpar","White-winged Parakeet","Brotogeris versicolurus",1946,"White-winged Parakeet","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"566","whwsco2","White-winged Scoter","Melanitta deglandi",2108374,"White-winged Scoter,White-winged Scoter (North American)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"567","willet1","Willet","Tringa semipalmata",1834818,"Willet,Willet (Eastern),Willet (Western)","-50,-180","90,20","!ZZ","!ZZ",0,0,10000,10000,5000,1,3,3,3,27
"568","wilpha","Wilson's Phalarope","Phalaropus tricolor",1344,"Wilsons Phalarope","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,10,3,3,3,27
"569","wilplo","Wilson's Plover","Anarhynchus wilsonia",18000,"Wilsons Plover","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
"570","wilpta","Willow Ptarmigan","Lagopus lagopus",18539,"Willow Ptarmigan,Willow Ptarmigan (Willow)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"571","wilsap","Williamson's Sapsucker","Sphyrapicus thyroideus",1802,"Williamsons Sapsucker","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,5,3,3,3,27
"572","wiltur","Wild Turkey","Meleagris gallopavo",2254194,"Wild Turkey,Wild Turkey (Domestic type)","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"573","winwre3","Winter Wren","Troglodytes hiemalis",65250,"Winter Wren,Pacific Wren,Pacific Wren (pacificus Group),Pacific/Winter Wren","-50,-108.9999","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"574","wlswar","Wilson's Warbler","Cardellina pusilla",9028,"Wilsons Warbler,Wilsons Warbler (pileolata)","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,5000,1,3,3,3,27
"575","woewar1","Worm-eating Warbler","Helmitheros vermivorum",197,"Worm-eating Warbler","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,20000,20,3,3,3,9
"576","wooduc","Wood Duck","Aix sponsa",969598,"Wood Duck","-50,-180","90,20","!ZZ","!ZZ",0,0,5000,10000,5000,1,3,3,3,27
"577","wooscj2","Woodhouse's Scrub-Jay","Aphelocoma woodhouseii",100000,"Woodhouses Scrub-Jay,California Scrub-Jay,Florida Scrub-Jay,Island Scrub-Jay,Western Scrub-Jay,Western Scrub-Jay (Coastal),Western Scrub-Jay (Woodhouses)","-50,-180","90,20","AZ,NV,ID,UT,NM,CO,WY,TX","!ZZ",0,0,10000,10000,10000,10,3,3,3,27
"578","woosto","Wood Stork","Mycteria americana",209920,"Wood Stork","-50,-180","90,20","!ZZ","!ZZ",0,0,20000,10000,10000,3,3,3,3,27
